Product ID,Category,Sub-Category,Product Name,State,Price per product
OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",Washington,11.57142857
OFF-AR-10003727,Office Supplies,Art,Berol Giant Pencil Sharpener,California,16.99
TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,Texas,143.992
OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,Indiana,367.99
FUR-FU-10001085,Furniture,Furnishings,3M Polarizing Light Filter Sleeves,Missouri,18.65
OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,California,6.94
OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,Florida,2.896
OFF-PA-10003641,Office Supplies,Paper,Xerox 1909,Indiana,26.38
FUR-FU-10003268,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,New York,39.98
OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Nebraska,10.78
TEC-PH-10002538,Technology,Phones,Grandstream GXP1160 VoIP phone,New York,37.91
TEC-AC-10000397,Technology,Accessories,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",New York,34.99
FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,Colorado,10.984
OFF-SU-10002537,Office Supplies,Supplies,Acme Box Cutter Scissors,Illinois,8.184
OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma,North Carolina,2.384
OFF-AR-10001615,Office Supplies,Art,Newell 34,Michigan,19.84
OFF-SU-10004115,Office Supplies,Supplies,Acme Stainless Steel Office Snips,Texas,5.714285714
OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",New York,3.928
TEC-PH-10000127,Technology,Phones,iOttie XL Car Mount,Washington,15.8
FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",Texas,42.33333333
OFF-AP-10000595,Office Supplies,Appliances,Disposable Triple-Filter Dust Bags,Oklahoma,4.333333333
OFF-BI-10004826,Office Supplies,Binders,JM Magazine Binder,Pennsylvania,4.953
OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,Colorado,0.969
OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Illinois,24
FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,Washington,27.42
TEC-AC-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard,Washington,99.6
TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,New York,79.5
OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,Illinois,0.432
OFF-BI-10001765,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,Delaware,34.64
OFF-AP-10001564,Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,Indiana,232.58
TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,Washington,25
OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Michigan,52.75
OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,New York,24.448
OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,Texas,15.448
OFF-PA-10004355,Office Supplies,Paper,Xerox 231,Texas,5.184
OFF-AR-10001545,Office Supplies,Art,Newell 326,New York,1.76
OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,Texas,1.744
OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,Pennsylvania,2.313
OFF-PA-10002586,Office Supplies,Paper,Xerox 1970,Ohio,3.984
OFF-LA-10000134,Office Supplies,Labels,Avery 511,Texas,2.464
OFF-AR-10001988,Office Supplies,Art,Bulldog Table or Wall-Mount Pencil Sharpener,California,5.99
TEC-AC-10002305,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige,Kentucky,18
OFF-PA-10000143,Office Supplies,Paper,Astroparche Fine Business Paper,Illinois,4.224
TEC-PH-10004924,Technology,Phones,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",Virginia,7.25
FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,Texas,7.992
FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",Washington,71.992
TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,Pennsylvania,5.432
OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",Pennsylvania,3.132
FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",California,99
FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",Ohio,4.064
OFF-ST-10001272,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",California,130.5
OFF-SU-10000898,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",Pennsylvania,11.12
TEC-PH-10003601,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",Arkansas,164.99
TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,California,36.32
FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",Pennsylvania,63.686
TEC-PH-10004080,Technology,Phones,Avaya 5410 Digital phone,North Carolina,54.392
OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,Illinois,7.88
TEC-PH-10004389,Technology,Phones,Nokia Lumia 925,New York,125.99
OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",New York,6.24
FUR-TA-10003569,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,New York,240.5
OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",California,4.333333333
FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,Mississippi,216.6
OFF-AR-10002833,Office Supplies,Art,Newell 322,North Carolina,1.333333333
OFF-FA-10003467,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",Indiana,1.98
OFF-LA-10002475,Office Supplies,Labels,Avery 519,Connecticut,7.31
OFF-PA-10001166,Office Supplies,Paper,Xerox 2,California,6.48
OFF-LA-10002945,Office Supplies,Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",Texas,5.04
FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",Illinois,2.912
FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",New York,41.32
OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Colorado,73.592
OFF-BI-10000216,Office Supplies,Binders,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",California,10.376
OFF-LA-10004272,Office Supplies,Labels,Avery 482,Virginia,2.89
TEC-PH-10002555,Technology,Phones,Nortel Meridian M5316 Digital phone,Vermont,258.8
OFF-PA-10000788,Office Supplies,Paper,Xerox 210,Florida,5.184
FUR-FU-10004960,Furniture,Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",California,22.98
OFF-PA-10002421,Office Supplies,Paper,Embossed Ink Jet Note Cards,California,22.57
OFF-AR-10003732,Office Supplies,Art,Newell 333,Michigan,2.78
TEC-AC-10003657,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,Colorado,27.192
TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",Florida,8.72
OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Washington,27.18
OFF-EN-10002973,Office Supplies,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes,New Jersey,4.48
OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",California,33.89
TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,Tennessee,22.704
TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,Illinois,79.992
TEC-PH-10004922,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,California,53.592
OFF-PA-10001977,Office Supplies,Paper,Xerox 194,Florida,44.384
TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,Texas,36.192
OFF-PA-10003656,Office Supplies,Paper,Xerox 1935,Georgia,26.38
FUR-TA-10004442,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,Ohio,172.11
OFF-AR-10003829,Office Supplies,Art,Newell 35,Virginia,3.28
OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",Kentucky,4.13
OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",Pennsylvania,6.672
OFF-PA-10004438,Office Supplies,Paper,Xerox 1907,New York,12.28
TEC-MA-10004002,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,Florida,265.475
OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Minnesota,7.98
TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,Pennsylvania,113.394
FUR-FU-10002508,Furniture,Furnishings,Document Clip Frames,California,8.34
OFF-ST-10004950,Office Supplies,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",Georgia,15.51
OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,California,3.58
OFF-PA-10000919,Office Supplies,Paper,Xerox 1918,New York,38.76
TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,Georgia,79.99
OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,Utah,161.55
TEC-PH-10002415,Technology,Phones,Polycom VoiceStation 500 Conference phone,Texas,235.96
OFF-ST-10004950,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,Texas,16.784
OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,Michigan,193.17
OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,New York,717.592
OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins,Texas,6.312
OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),Montana,5.98
FUR-FU-10004053,Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame,New York,20.24
OFF-PA-10004100,Office Supplies,Paper,Xerox 216,Texas,5.184
TEC-PH-10000586,Technology,Phones,AT&T SB67148 SynJ,New York,65.99
TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,Pennsylvania,41.4
FUR-CH-10000553,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",Georgia,33.94
TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Texas,44.792
OFF-PA-10003302,Office Supplies,Paper,Xerox 1906,New York,35.44
OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,Connecticut,6.68
FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,North Carolina,51.588
TEC-MA-10002859,Technology,Machines,Ativa MDM8000 8-Sheet Micro-Cut Shredder,California,71.992
OFF-AR-10001547,Office Supplies,Art,Newell 311,Washington,2.21
OFF-AR-10002467,Office Supplies,Art,Dixon Ticonderoga Pencils,New Jersey,2.98
TEC-PH-10001944,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,California,116.76
OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,Michigan,19.35
FUR-FU-10003142,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",New York,5.28
FUR-FU-10003577,Furniture,Furnishings,Nu-Dell Leatherette Frames,Michigan,14.34
OFF-EN-10002592,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",Oregon,9.264
FUR-TA-10002622,Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",Ohio,102.588
TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,North Carolina,35.96
FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Washington,217.85
TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,Michigan,16.36
OFF-PA-10000806,Office Supplies,Paper,Xerox 1934,New York,55.98
OFF-PA-10004888,Office Supplies,Paper,Xerox 217,California,6.48
TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,New York,4.95
OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",Pennsylvania,14.384
FUR-TA-10002607,Furniture,Tables,KI Conference Tables,Illinois,35.445
OFF-PA-10002109,Office Supplies,Paper,Wirebound Voice Message Log Book,Illinois,3.808
FUR-BO-10003965,Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Texas,123.0664
TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,Connecticut,128.99
OFF-AR-10002240,Office Supplies,Art,Panasonic KP-150 Electric Pencil Sharpener,Oregon,30.192
TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,California,18.392
TEC-AC-10000926,Technology,Accessories,NETGEAR RangeMax WNR1000 Wireless Router,Ohio,19.992
OFF-PA-10001804,Office Supplies,Paper,Xerox 195,District of Columbia,6.68
OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,New York,177.98
OFF-BI-10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,Florida,5.19
OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",Ohio,9.132
OFF-ST-10002182,Office Supplies,Storage,"Iris 3-Drawer Stacking Bin, Black",New York,20.89
OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,Michigan,176.19
OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers,Texas,7.68
FUR-FU-10000087,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Florida,18.176
TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Maryland,29.99
OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",New York,39.98
OFF-PA-10004255,Office Supplies,Paper,Xerox 219,Georgia,6.48
TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,Michigan,33.13
OFF-PA-10004156,Office Supplies,Paper,Xerox 188,Texas,9.072
OFF-PA-10000069,Office Supplies,Paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",Oregon,7.592
OFF-ST-10002205,Office Supplies,Storage,File Shuttle I and Handi-File,California,22.26
FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",New York,91.984
OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",Washington,21.39
TEC-MA-10000418,Technology,Machines,Cubify CubeX 3D Printer Double Head Print,Ohio,899.997
OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",Ohio,5.184
FUR-TA-10002533,Furniture,Tables,BPI Conference Tables,Virginia,146.05
OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,Ohio,15.176
TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",Arkansas,6.99
TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,New Jersey,90
FUR-BO-10002613,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",New York,224.784
OFF-LA-10000443,Office Supplies,Labels,Avery 501,Arizona,2.952
OFF-PA-10001593,Office Supplies,Paper,Xerox 1947,California,5.98
OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,Michigan,104.85
OFF-LA-10002195,Office Supplies,Labels,Avery 481,Tennessee,2.464
OFF-LA-10002043,Office Supplies,Labels,Avery 489,California,10.35
OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,Florida,2.529
TEC-PH-10003885,Technology,Phones,Cisco SPA508G,Iowa,65.99
OFF-BI-10002194,Office Supplies,Binders,Cardinal Hold-It CD Pocket,Texas,1.596
OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",California,12.176
OFF-PA-10002689,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),Kentucky,6.48
OFF-BI-10004308,Office Supplies,Binders,Avery Legal 4-Ring Binder,Washington,16.784
OFF-PA-10001243,Office Supplies,Paper,Xerox 1983,California,5.98
FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Pennsylvania,84.784
TEC-AC-10000057,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000,California,29.99
OFF-EN-10001141,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",Washington,10.98
OFF-AR-10001427,Office Supplies,Art,Newell 330,Ohio,4.784
OFF-PA-10000350,Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",California,8.56
OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,Texas,1.512
OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,Illinois,6.196
OFF-AR-10004817,Office Supplies,Art,Colorific Watercolor Pencils,Connecticut,5.16
FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,Washington,4.14
OFF-PA-10000232,Office Supplies,Paper,Xerox 1975,New York,6.48
OFF-BI-10004528,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,New York,2.688
OFF-AR-10001573,Office Supplies,Art,American Pencil,Massachusetts,2.33
OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips,New York,4.32
OFF-PA-10003936,Office Supplies,Paper,Xerox 1994,Texas,5.184
OFF-LA-10000414,Office Supplies,Labels,Avery 503,California,10.35
FUR-FU-10002107,Furniture,Furnishings,Eldon Pizzaz Desk Accessories,Ohio,1.784
FUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,New York,400.784
TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,California,109.592
OFF-PA-10000246,Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes,Virginia,10.06
OFF-AP-10000159,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,North Carolina,34.384
TEC-PH-10004959,Technology,Phones,Classic Ivory Antique Telephone ZL1810,Connecticut,100.49
FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,California,102.833
OFF-PA-10002195,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",Ohio,4.064
TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,Ohio,39.594
OFF-AR-10000034,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",Colorado,3.392
TEC-PH-10001870,Technology,Phones,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,Texas,48.984
OFF-BI-10000201,Office Supplies,Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",Florida,0.738
OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",Montana,4.144
FUR-TA-10004256,Furniture,Tables,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,California,333.92
TEC-AC-10004855,Technology,Accessories,V7 USB Numeric Keypad,Texas,27.992
OFF-SU-10004664,Office Supplies,Supplies,Acme Softgrip Scissors,Virginia,8.14
FUR-BO-10003966,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",California,145.333
OFF-BI-10004632,Office Supplies,Binders,GBC Binding covers,Michigan,12.95
FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,Pennsylvania,23.996
OFF-AP-10000804,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,Texas,0.896
TEC-MA-10003183,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,Arizona,47.997
TEC-AC-10000387,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,Texas,12.016
OFF-AP-10004249,Office Supplies,Appliances,Staple holder,New York,11.97
OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,Virginia,5.58
TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,California,479.992
OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,California,34.728
OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Pennsylvania,1.473
FUR-CH-10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",Texas,105.623
OFF-PA-10003256,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,Illinois,9.232
TEC-PH-10004094,Technology,Phones,Motorola L703CM,Nevada,124.792
FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",Washington,260.98
OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",California,37.94
OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,Indiana,3.58
OFF-PA-10002036,Office Supplies,Paper,Xerox 1930,Nevada,6.48
OFF-BI-10004330,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",Ohio,11.094
TEC-PH-10002350,Technology,Phones,Apple EarPods with Remote and Mic,North Carolina,22.392
FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,Washington,61.584
FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",New York,7.38
TEC-PH-10001051,Technology,Phones,HTC One,Illinois,79.992
FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,Colorado,181.336
FUR-CH-10004626,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,Oklahoma,100.89
OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,California,26.624
OFF-PA-10004000,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",Pennsylvania,3.784
OFF-AP-10002472,Office Supplies,Appliances,3M Office Air Cleaner,Washington,25.98
TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,Washington,257.49
OFF-LA-10000407,Office Supplies,Labels,Avery White Multi-Purpose Labels,Oregon,3.984
FUR-FU-10003976,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",New York,12.58
OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,Tennessee,5.184
OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,New Jersey,26.49
TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,California,7.992
OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",Washington,8.62
FUR-FU-10002813,Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",California,20.24
OFF-SU-10000151,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,California,1637.53
OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,Texas,15.176
OFF-PA-10001954,Office Supplies,Paper,Xerox 1964,Texas,18.272
OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",Georgia,15.67
OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,California,5.824
TEC-AC-10002718,Technology,Accessories,Belkin Standard 104 key USB Keyboard,Washington,14.59
OFF-EN-10003845,Office Supplies,Envelopes,Colored Envelopes,Tennessee,2.952
TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,Washington,36.24
TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,California,39.95
OFF-ST-10003994,Office Supplies,Storage,"Belkin 19"" Center-Weighted Shelf, Gray",Illinois,47.184
FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",Washington,17.67
FUR-TA-10001086,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",Ohio,91.194
OFF-PA-10004733,Office Supplies,Paper,Things To Do Today Spiral Book,Arizona,6.336
FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,New York,14.89
TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,Louisiana,107.79
TEC-PH-10002262,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,Arizona,47.608
FUR-FU-10003026,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Black",Missouri,4.84
OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",Connecticut,138.14
TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,Washington,499.99
TEC-MA-10002694,Technology,Machines,Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner,Ohio,50.997
OFF-PA-10001497,Office Supplies,Paper,Xerox 1914,Arkansas,54.96
OFF-AP-10000576,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster II,Washington,39.48
OFF-LA-10004178,Office Supplies,Labels,Avery 491,Texas,3.304
OFF-PA-10004996,Office Supplies,Paper,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",Wisconsin,10.31
OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,Texas,7.944
FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,Texas,179.886
FUR-FU-10003247,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,Texas,8.392
OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC,Texas,1.184
FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,New York,14.2
FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",Michigan,4.94
TEC-AC-10002006,Technology,Accessories,Memorex Micro Travel Drive 16 GB,Colorado,12.792
TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,Colorado,439.992
OFF-PA-10003971,Office Supplies,Paper,Xerox 1965,Washington,5.98
